,airline,time,price,base_price,stops,source,destination,dept_time,arrv_time,date,class
46,IndiGo,05 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,15/09/2020,Economy
47,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,15/09/2020,Economy
48,IndiGo,06 hrs 20 mins ,"₹ 6,579","₹ 5,800",1 stop via Varanasi,Mumbai,New Delhi,12:55,19:15,15/09/2020,Economy
49,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Varanasi,Mumbai,New Delhi,06:15,12:45,15/09/2020,Economy
50,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,23:55,15/09/2020,Economy
51,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,15/09/2020,Economy
52,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Amritsar,Mumbai,New Delhi,16:10,23:15,15/09/2020,Economy
53,IndiGo,07 hrs 55 mins ,"₹ 6,579","₹ 5,800",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,15/09/2020,Economy
54,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,15/09/2020,Economy
55,IndiGo,10 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Nagpur,Mumbai,New Delhi,09:50,20:15,15/09/2020,Economy
56,IndiGo,10 hrs 35 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,15/09/2020,Economy
57,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,15/09/2020,Economy
58,IndiGo,12 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Goa,Mumbai,New Delhi,05:55,18:00,15/09/2020,Economy
59,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,15/09/2020,Economy
60,Vistara,09 hrs 25 mins ,"₹ 7,156","₹ 6,240",1 stop via Varanasi,Mumbai,New Delhi,07:30,16:55,15/09/2020,Economy
61,IndiGo,06 hrs 55 mins ,"₹ 7,543","₹ 6,768",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,15/09/2020,Economy
62,Vistara,04 hrs 35 mins ,"₹ 7,681","₹ 6,740",1 stop via Goa,Mumbai,New Delhi,12:30,17:05,15/09/2020,Economy
63,Air India,13 hrs 30 mins ,"₹ 7,681","₹ 6,660","2 stop via Tirupati,Visakhapatnam",Mumbai,New Delhi,09:30,23:00,15/09/2020,Economy
64,Vistara,05 hrs 35 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:35,15/09/2020,Economy
65,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,15/09/2020,Economy
66,Vistara,05 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,15/09/2020,Economy
67,Vistara,10 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,15/09/2020,Economy
68,Spicejet,24 hrs ,"₹ 9,100","₹ 8,221",1 stop via Gorakhpur,Mumbai,New Delhi,13:00,13:00+1 DAYArrival : New Delhi16 Sep 2020,15/09/2020,Economy
